x_centroid,y_centroid,brightness
11863.6359118974,2494.25916792585,2165344
11250.9849980077,1414.95011533201,2161744
11026.0459917765,760.426543632469,2156192
296.079474565002,6969.93161736452,2154192
11250.6245746302,1914.37742055649,2152576
850.646254190679,956.802924927589,2145440
530.144311018457,7826.02645252448,2140960
11724.30147927,1896.76542185518,2138864
12571.9210016545,5658.81302452357,2135568
11862.0575381716,4323.48718150333,2132848
11702.7811321401,2637.28983533223,2130352
11878.9474233031,3148.13154432559,2129088
12333.6982430224,2381.50544007256,2127200
11532.0098630107,2828.04106713612,2126480
12401.7578959104,2611.48977253284,2124192
11397.3453765491,2277.74055656837,2121696
351.566238777733,7634.05941490493,2114496
1061.38715828446,8592.84993426956,2109552
11901.3724079915,335.734259284541,2101024
11514.1518199894,2042.78741564512,2097344
11721.5300431443,2020.89432640952,2096928
10861.1443384179,249.697859151352,2095312
12778.3585867839,1253.97098554133,2090912
12064.8662991669,3466.17192522594,2085184
12036.0900233982,3986.19093125444,2077344
12710.6672869679,7114.38950000174,2074960
12059.6129114842,2757.96871222649,2069728
12930.1166381762,6448.9400044411,2068000
12510.3294257831,3087.06615627413,2052848
190.39039311993,1665.29581784123,2050208
12360.6229570128,2959.03444948726,2026512
12661.8936873979,3279.01505998925,2009296
12002.4060251634,1402.4034967676,1987712
12656.1353941642,2908.61427750886,1976672
12745.9870588502,2604.20962337499,1974720
13103.1105408027,3704.17430191059,1966032
12236.188111768,1551.25686727811,1962016
12639.2571977401,3150.79803630426,1960400
13207.355414834,1824.37683855677,1950768
12969.5598806577,2272.21279177987,1941280
13119.8188252591,2697.53260110197,1925808
12824.8027194133,2313.07267885014,1922304
10595.6936367746,61.2304314081011,1921328
12518.6862536659,1577.13191423073,1906032
12228.1143793401,845.687666391686,1895632
12814.4091806358,2024.49632652078,1859888
12845.5081201226,1650.66102393202,1850736
12466.6089702848,245.082341784388,1802480
13128.9163365004,2035.75315002617,1801408
12641.6166428968,542.466854598127,1755024
13079.5888531543,523.147594512156,1716256
13048.1905838119,850.706903494345,1707280
