x_centroid,y_centroid,brightness
8405.02075534907,838.315860612437,2749664
5281.59776557103,7939.43906811718,2748896
5693.36995115128,719.575591899667,2748816
4684.97230493732,1577.13578504426,2746944
7204.90835672573,3205.80627426325,2746752
5668.27106542209,4168.37343693388,2745632
4738.24224580977,4332.16820175334,2745568
8205.63101234079,1316.9081515222,2744176
8780.81049473253,5551.72305614827,2740944
2716.23941073082,8455.77658552831,2739648
5104.95968857584,8073.04659052984,2738784
5576.20996689543,7971.7491648879,2737872
7244.31957607975,98.8746395411827,2736512
10601.9587036428,3172.05548574159,2736128
4928.05667624889,7783.49321345863,2736048
4804.80351027691,1799.2641666675,2735808
3576.07518684091,8300.9458503357,2733408
8931.4456549494,2077.71990884276,2731264
2547.98347617592,9000.28106502946,2731232
7053.45839476908,105.273913884341,2730720
5206.2676559125,7681.56045869332,2730400
5924.3151097576,7689.79136321432,2729120
1526.10060622355,2633.40417415883,2728064
6991.71301483613,1102.57182904966,2727936
4532.52619647534,5226.18058597054,2727856
6949.09152538554,1241.18636588093,2726464
5659.22848880155,1870.39905875077,2725856
4338.83002880082,7933.89944788684,2725408
9585.65293869012,7132.38806394688,2724688
7485.67352548075,7801.17509661033,2723824
2173.3583589916,643.056890622669,2714464
6682.53835814357,1957.94959470241,2713200
3139.61316883675,2699.00126677186,2712688
4609.32184163893,971.231278570912,2712320
7551.89268261238,309.215410182807,2710336
9605.44002763857,5570.76787216169,2710320
4574.97204896435,352.961990091081,2709920
3283.17065914171,7535.22898128519,2709360
5018.32685215637,2900.29429746004,2707808
3861.42556962889,1511.65281048119,2706720
6263.03206903032,7799.66617904542,2704896
4341.63520301403,1073.11991307284,2701696
5420.67204613099,8651.00965825688,2701600
10349.6405938699,7856.40284224321,2698688
6666.38722098772,7842.05287763174,2698288
6402.50772605821,729.131959162861,2697584
2717.07321076811,3201.53128587751,2696960
6633.65722361288,8953.88692947003,2694832
5876.31995315323,9112.87636531745,2694336
10289.5221390764,551.518746798676,2693264
4855.19597697812,8687.2738340809,2691712
9242.0115756173,2404.87383009562,2691280
5024.94625112506,3579.51159371891,2690480
7453.11734925435,8384.49323636754,2688896
7439.74303355362,2487.69063022425,2688640
2209.54716583337,5492.63373366719,2687696
6949.29270473623,6932.56106449674,2687440
5580.43181823801,1825.77561235622,2687232
4950.45224200347,612.584967874315,2687120
5804.48739051505,8253.9047413272,2686464
5734.16195370365,8963.18907820973,2686464
5640.1918542854,8650.54671840018,2686416
9330.41472119963,7041.91672078371,2685856
8373.33672707189,8076.71134259873,2685120
6284.32496792363,3115.58336913226,2684832
3921.29082267361,9015.00417457707,2683408
4953.03617098004,8356.92512537295,2682880
11680.4772612628,7665.06178602512,2682288
6208.59597245164,8773.84338839769,2681936
11745.8625662738,3526.64847377567,2681328
5287.61459622769,177.318818862487,2680832
6661.32332541483,7956.51772479151,2679088
7446.88839647266,8770.03700149251,2678240
2761.18112375613,1078.30525605834,2675344
3564.80995947379,8247.77463469523,2674240
4748.65277816937,8407.05327729679,2670496
6040.22689068416,213.499564200421,2669872
5980.55179750135,7050.89203236694,2669600
5596.62408541783,868.883104071221,2669296
3363.61925619419,3448.28634095482,2668816
4913.34561421836,5135.75964661296,2667744
6044.24607297384,3495.35718224318,2665904
5299.32266280861,9177.92028320944,2664464
5260.33347253517,7793.34008057783,2663216
7563.6960397674,2640.42524714025,2662128
5636.12446998202,1110.22177571569,2661920
9317.16712975473,2999.99917397796,2661888
6868.76361617752,7635.32846467032,2661376
4696.57260619891,1686.31284585575,2660112
5103.9414898306,464.285077110516,2659008
8960.60675198055,2785.92999670717,2658928
7824.12130738999,330.934265310127,2658480
4445.36842222728,8218.96229565665,2657184
9267.90822495212,6468.46450447283,2656208
6499.628979096,8818.86138979426,2655728
12712.2791306635,1359.63010153256,2654416
4868.40276403262,7478.88344164398,2654288
5244.40656749144,1736.77905455109,2653424
7507.32814034226,339.592619085877,2653296
4070.37023260533,3108.19098653723,2651536
3618.32126063664,3699.3144534671,2651264
6714.76721711903,1183.42940265494,2650688
7189.80138152126,8805.1041455755,2649552
4393.13552485863,8457.39421113075,2649184
3886.67483139272,5417.76291949345,2647360
2465.86927421515,6606.70824321857,2647248
4086.42639239697,6764.57406329257,2647216
10434.5969573319,5262.29842368297,2644656
5129.20585067118,2097.90921704657,2644368
5521.4534236733,4374.33579740265,2644288
7632.61393746394,8957.25843446756,2643856
3255.5534701649,1498.86482844827,2643840
6526.16653912424,928.843645246505,2643216
6799.1234022423,9132.49636378778,2642736
4195.51482267251,1913.17218672492,2642480
1728.4807097724,9380.12655201671,2642144
4522.66736875409,1951.9563613581,2640560
5813.38946938229,9443.34052653791,2638240
5858.49218787891,952.644450569116,2638016
8902.57376067746,8119.80521111094,2636592
6889.34878522887,1307.53884237256,2635456
7577.65692877386,1594.55427748395,2634800
331.081295503955,2282.20960571676,2634720
5098.442918318,9237.65244099239,2634592
9723.64602788509,8263.52028177137,2633440
6074.89502370863,510.956733406516,2633392
5551.94494251114,1465.26384071255,2631328
5181.00922124603,285.79585953471,2629824
3430.45938143363,6199.87816598356,2628704
8946.57525210484,8328.68232502693,2628528
6742.04940899696,2822.05779479896,2626880
8533.75527541858,7722.10890444738,2626480
3861.86654978608,1202.82121663107,2625088
8419.54956722095,7310.61021176424,2624832
5142.9704132955,6582.77459779687,2623888
2265.42676592686,2999.07557873136,2623872
7901.26773050702,7510.38294539229,2623760
3588.81313418751,7722.59874386223,2623280
4133.87682042137,7810.60576979332,2621904
9458.18928954538,5105.20049062224,2621216
3265.97471489375,8594.2648225783,2621184
4014.36763695471,7096.39633937102,2619936
4835.75106628665,8323.02052243222,2619920
4825.20255305681,2587.46427641303,2619824
6029.35654063981,2686.16536035647,2619760
5586.28187838457,1983.91470819453,2619600
6325.43796740452,4601.47651755516,2618944
4321.18876786023,8349.99731039043,2618880
1748.37510494089,5882.57946604117,2618336
10491.7428882722,8913.01310175481,2618032
7221.16296005826,5407.06457379028,2617680
7291.18050123696,931.975540258411,2617376
6881.91794278885,7460.17116353331,2617280
9632.29190975279,8248.64690546719,2617088
7637.87893737234,2234.97910993946,2616128
7583.60629083893,7958.71693726459,2615616
3400.98823156193,2120.63662329736,2615504
4738.4013190642,444.825553058802,2614928
6965.42211516736,307.645326410156,2614736
11744.0292312625,5025.62211363312,2614256
2395.18670923354,5375.11040667281,2614208
6202.25724372678,1810.55615785013,2614144
5948.32550246304,6658.39687177404,2613248
481.206226181027,3592.40369880875,2608816
5303.61617253788,3398.48041452708,2608720
8857.4620674533,1915.47817286465,2608672
5694.10031870659,6910.63909071129,2607808
5143.30032778136,5391.58372800192,2605104
2393.41229495659,3990.14941803728,2604864
4550.18800670126,8552.43977809374,2604864
5051.91294509441,9245.20503821432,2604080
8247.23828160652,8106.84344848842,2603040
6241.17293282096,2028.40684242325,2602576
5795.74366637423,5492.03575435579,2601488
7811.32124089766,1150.08426806119,2600608
8811.96799035617,3388.59593750279,2598832
4616.54015548073,1847.38444420868,2598816
5411.70669540131,5050.20771485459,2597776
9492.4192365539,8150.72287295593,2596800
4332.60229307648,5496.29341121104,2594448
3075.20232836825,5349.05022256291,2594080
4891.64467340477,1745.38408559893,2592176
10634.5181713217,6716.18604154437,2591552
5609.54611140664,3067.71078908296,2590000
4425.60733415463,3251.3739043427,2589472
2361.16043351317,5200.02611662436,2589456
11445.5306241726,7632.58799124952,2588624
3453.90808113537,2272.40393016511,2588224
7894.228415535,7197.58153433153,2587824
2386.14303428318,3091.06026180152,2587632
7857.12751977038,633.537894301449,2587104
8610.31655420442,2525.05763061526,2586944
8161.14638644748,7076.7812134859,2586384
5624.87167455851,5616.68493225837,2585568
3623.10661600811,4147.34433369431,2580608
9634.2510543107,1418.48841462553,2580208
429.441811185045,5008.07057271425,2579696
2068.58046360626,8482.55549636232,2578176
8696.5949446157,694.831509606495,2577840
10044.5268371325,7009.81134817304,2577600
3281.53666082078,9362.42665487104,2577488
10776.5614574729,584.31842518103,2575648
7333.20272695644,5152.25354484119,2575520
3361.61608149428,2971.07723266381,2575376
6999.69568697511,2695.5408153075,2574144
2718.09576813549,4657.34155031761,2573472
2491.66146478594,5355.45416069368,2572816
3900.16205307304,1739.52888089994,2571072
8175.40331838771,9465.85745403096,2570512
7940.53492119538,2129.1157995879,2567344
4712.38403015208,2163.31838210515,2565360
2162.81823514465,7430.6927911252,2562496
7003.45536055019,6606.53368565814,2555088
8804.82565411852,8387.54298264682,2554976
9791.83170843191,2038.01696741733,2554432
2566.76704316665,929.310129814007,2551808
3945.10725180379,8503.65607594876,2551264
8858.06705410559,559.886069213449,2547728
3759.35054625082,747.198631578792,2547360
2438.18069947013,3620.948254021,2545648
5099.60742712419,6288.1199693553,2545184
3566.39580644842,7619.9063400673,2545024
3603.78216081175,2891.7725713561,2544912
6556.83199305922,2198.74377218675,2542512
3908.86661913184,8822.51080349948,2541440
7365.84412350233,3347.83063008242,2541408
8146.50785364984,520.387312408086,2541344
8771.67005563022,7679.38598599138,2540240
731.660035657655,2518.48759052709,2540096
8216.73924178897,2273.12769625318,2537840
8830.38329416825,3792.66856604895,2537056
2291.07825593501,5952.61306868058,2536560
7646.9010851186,4346.59052642595,2535808
4636.15785611325,3072.43860497815,2534848
3277.53383909832,6559.63488825832,2534544
4107.93351486748,9412.77221804416,2534016
1175.01694649269,6256.76083165591,2532736
2795.46225787723,3531.82651671882,2532016
4897.15323445689,6286.70990620014,2531232
4181.45694713414,4971.14897784764,2529440
9389.43560335775,7693.24417397115,2528512
9887.02531122818,5882.00539392629,2527280
7610.68816606679,2668.32367089715,2526976
2803.29229075038,4822.816319899,2526912
8370.07324508607,1220.55721134779,2526816
3098.30421208972,1204.2141004592,2526672
13072.0760526904,5665.82724089516,2526448
8221.5645590461,6855.44611663249,2523056
4030.13617770052,6294.39835687313,2522448
3109.505304923,6938.21452066579,2521824
7294.3409528542,6176.15275044181,2521184
3411.138768965,7461.02729504602,2520032
4655.0882898288,3055.47760401807,2519712
5053.93793859585,5781.74561502949,2517872
12074.4121894009,7476.8102608627,2517744
5400.50299358796,4638.23051707086,2516672
8029.63433285224,2776.76209792025,2513184
8428.93402174926,5957.01089655842,2510976
8572.2002092744,1364.02760280774,2507136
11525.3758205297,7590.38270274419,2505616
6358.12489328772,2579.44518389667,2505328
3568.69539364473,3030.33130234203,2504784
7990.20965000371,4696.28842508011,2503840
2721.75932744397,1503.03803527283,2503360
3803.6748787134,5137.32226590156,2503232
10476.3838185409,2341.09933878371,2502016
13227.8992556808,407.786545932665,2501808
7577.32893703959,5685.2986821284,2501024
9971.96488076088,3499.26387549412,2498608
2098.31268653077,4086.80482543466,2498128
12967.0751906991,6768.115125013,2497328
5905.27762086639,3737.23415780425,2497312
8160.1467305109,2790.94736961954,2492816
8494.58347492594,906.817426841439,2491904
4726.28420107831,5504.87053939131,2491696
4247.94283499725,4639.70735937964,2490752
9292.07669380912,6360.07242250264,2488624
2678.68875282373,5236.59558305163,2488128
4547.42545453862,5833.73251524596,2488112
12529.6364687871,4709.54859479195,2486064
9162.76191117826,6259.25479733441,2485664
3055.72166556186,5790.84101505042,2481776
8154.05247548304,2703.21347868446,2479504
9307.36574777259,9211.67261422888,2474896
9412.20952883058,7815.15184089636,2473744
3705.15901188881,3361.02342755192,2473728
1943.62004745495,6860.00849140156,2471520
4470.35835341448,3339.11796693,2470048
2820.32422022475,7837.90898263459,2469536
3149.39918886673,8545.20029018151,2468512
7797.64985502454,4423.53646835394,2466112
3223.30544461974,4284.90687839178,2462208
7057.37602679414,4055.45442085762,2461776
6000.39934128872,4693.40888018152,2461328
4853.05823616277,3964.27119511474,2461200
3461.3290014104,3928.83113878592,2461024
2434.86834168385,6689.60429853424,2460912
2419.00485806595,5950.27596352933,2460880
7711.54051033992,6078.92135791798,2460736
2317.42670410847,5664.93864784483,2459024
10458.373721057,2662.24526079862,2455248
5726.70584707151,5371.07777589079,2454384
1805.64214513359,171.420113425593,2451616
9431.93788403949,5323.29635867826,2449360
856.914527456249,4318.21081384794,2448192
7024.07794673209,3207.74340256072,2447648
9355.30282313614,1339.50213528689,2444080
10286.7642426282,1996.37652123967,2443840
10027.4499780165,1316.50598407103,2442464
1392.71304528817,8993.21860493054,2441552
11311.7853554423,5667.66221204745,2439744
9933.21219468703,1471.77943992597,2438176
4550.92728499925,4749.78473289124,2434624
3919.372087698,4584.50806859769,2433968
1210.81437816276,4002.00860160688,2433120
2218.32655302142,2124.51745612257,2431616
773.478345605277,4286.45554752477,2431248
10710.0695901032,3691.63914247341,2430416
9737.86229497013,8091.65183424262,2429856
9204.78302770105,2049.01110300322,2429312
996.131078434149,1013.0294638155,2428880
5952.40426157767,4738.42376320843,2425264
7299.27258749923,5075.3846812881,2423296
8225.48728322465,4545.39669809354,2420272
12973.2543087975,8807.40801384878,2417808
12140.8169853967,3627.44292531461,2417616
5152.98772740282,5075.96738430107,2416304
2103.41424288815,7946.91606246358,2415744
11253.9018099942,3352.58848204949,2415440
9266.21628560906,3223.88649371924,2415216
2364.14317669888,4683.77133205965,2414432
8814.6933692055,4054.07072357615,2414112
8892.33009768929,368.372271613268,2412880
2401.26135513521,4298.72006393651,2410624
2403.33799834593,167.32628106597,2410400
11645.1966697855,7904.87686466448,2409824
2403.24100875205,4362.41385143029,2409712
1651.61864731127,7319.51961355136,2406032
11451.3321961545,4452.51224439633,2401760
11306.3554067543,3295.36412802891,2401648
11111.2175657762,2021.9122817145,2401104
7219.24997433874,3747.5341778648,2401040
10645.2467312942,7314.72640480575,2398736
9491.27143872929,2639.30928111971,2398096
8805.24555666599,3514.20328493135,2397584
8180.24394520733,3546.39660937513,2396656
10800.487004092,7720.12424144607,2395200
10092.6177069353,1923.86031980058,2394704
756.971004015722,5655.54001099627,2392768
1200.48455160831,3700.543511132,2392384
9897.18059199393,2017.84025298789,2392192
9442.08960135114,3052.04479719423,2391104
10970.8715152754,6274.00174147533,2389840
9046.0428451757,5456.53821506747,2389296
6135.39464398883,4673.4766600895,2388912
10026.7239626163,8284.96024034626,2387872
9682.74763624208,2124.70992224726,2387408
9320.76037704714,2859.58459987025,2387280
1301.7942089537,5634.70236432407,2382832
11545.4907991541,4641.70326206044,2380896
8656.48751980884,4735.96591803032,2379408
1213.73820311508,5735.17928044366,2375744
9060.03078911622,4564.07890528617,2368848
1571.13014819404,7545.66512956859,2367584
8845.44812085589,5468.9158114929,2367136
9647.59706138006,4643.49065554838,2366592
2300.58065500686,630.721068552232,2365312
10091.641104672,8444.72302295337,2365184
1169.8350684405,4307.32612457036,2363968
10137.3502766407,3432.8950215923,2361104
1666.01434541901,8008.39744507259,2360992
8183.61463099283,4157.77859147177,2359584
9912.48648757511,9289.37111059523,2357936
9854.70476476168,644.396190338967,2357344
659.861476422684,5780.44077343787,2354128
577.372239414181,7477.92919052951,2352624
9602.3440722667,2723.2558771966,2350000
11015.1133963791,992.845903989869,2349776
9361.56212384161,4506.10470986758,2345936
11037.7201842937,6501.87117939584,2345008
1906.79903128834,7924.13053479483,2344032
486.065994119311,2396.90938838297,2336528
10496.6262222597,8598.22754817771,2332976
12357.2339822534,3217.5139551439,2332384
8667.90310351037,5253.82342460389,2331360
12247.9819275145,1396.48643294351,2330608
10564.762400081,2045.59379739679,2330160
9570.50491145378,4127.27680593659,2328400
12066.442006457,3635.19446382275,2322720
751.861419881064,3042.71264957326,2319856
10488.5309564015,873.454469736384,2314352
2127.41651227386,8259.54399772381,2310992
9841.75260866955,847.836062029936,2307056
9958.86159214214,4482.96801474767,2302000
9857.25091346734,9398.64421833075,2299920
12323.0664014861,4145.62339189293,2297648
13184.0358557875,8305.06018060439,2293088
11409.2309428189,5136.42552224083,2287632
448.623442669689,3875.98081658273,2287312
2033.14487292721,8757.95831601494,2286480
154.129758535649,3365.15186104994,2285408
10288.6460504617,4884.69419777429,2285120
12307.076617749,3019.93119699725,2282736
10004.9860607138,746.954366512659,2282592
11358.7788118466,4403.92036271951,2279312
1315.54076489846,7481.92179914656,2278336
360.564843732885,6512.17818336756,2277696
10307.5168661556,586.840590169987,2277552
11493.1242063132,3021.73790228483,2277248
11538.4305458551,7538.23169534097,2277024
1092.58571036479,960.828944365704,2275248
671.99722253271,4623.82742167626,2274592
500.959026439909,3133.7578069816,2267456
1343.45259315812,8095.24803576837,2265744
11704.4113363575,2181.46167473579,2260448
10461.471034157,5003.67344410238,2260240
12417.1941120259,7738.61340011939,2258352
11280.5654461373,3932.77327319435,2257984
11399.2629872062,4796.45812244077,2257232
887.292055199618,2389.99340404239,2256672
186.077482536731,5174.93610899506,2253696
10627.6185333259,3290.15956857711,2252960
12973.7489219225,7659.97856733824,2251232
12108.8325134202,6493.16806556883,2242896
190.75885130469,5997.07790294391,2242096
10851.2465968185,1863.86179037055,2239616
1527.27441607667,9398.83702462786,2239520
10815.103299046,1737.20551801741,2234512
11316.3325743212,5221.92530896189,2232464
11575.6499326044,5795.80448790144,2227968
12544.5615071352,7663.73903124375,2225344
527.164110193315,6707.4040621583,2223344
141.354554236669,4684.17001998438,2222736
11260.2205459401,4352.36556747231,2221248
12184.453604064,7426.43623284181,2221072
11347.4196520378,1634.37913756065,2220240
11109.1765348465,3615.99714398492,2212752
11020.3881484973,1034.15534119376,2209328
12507.3693121478,5527.21578700549,2207408
12723.2426565413,7527.4142571243,2207024
11558.8662195559,8884.87231694107,2204304
10855.6319818099,269.067493010491,2203840
11301.5795490293,3704.71193223854,2202560
12599.1467959266,3379.34292176749,2200560
1116.14463850606,8810.16826825088,2199408
464.432173860576,7524.29514120987,2198304
874.706098981295,7155.06472335712,2196800
1099.49632757534,8107.54447762421,2192960
13078.2307525702,3637.24816601767,2191856
12839.8208262292,5691.53444127289,2187936
11103.692523852,2202.56307632936,2187104
179.356258805374,4891.61365362101,2184368
1256.00857690046,513.445750411807,2176992
1252.54186652661,8451.85644944723,2175760
192.662853142272,3324.56776217155,2170656
